date,symbol,close,high,low,volume
2026-08-17,MFPE.N0000,16.7,17.0,16.5,120434
2026-08-17,MGT.N0000,29.0,29.6,28.9,93701
2026-08-17,MHDL.N0000,8.8,9.2,8.8,61589
2026-08-17,MRH.N0000,16.9,17.0,16.9,2226
2026-08-17,MSL.N0000,190.0,191.5,181.25,245
2026-08-17,MULL.N0000,2.1,2.2,2.1,12955
2026-08-17,NAMU.N0000,68.9,69.0,66.0,30207
2026-08-17,NDB.N0000,112.0,113.75,112.0,79206
2026-08-17,NEH.N0000,4207.75,4390.0,4199.0,52
2026-08-17,NHL.N0000,13.2,13.8,13.0,113834
2026-08-17,NTB.N0000,314.0,317.0,314.0,37415
2026-08-17,NTB.X0000,400.0,405.0,405.0,2
2026-08-17,ODEL.N0000,10.9,11.3,10.9,4115
2026-08-17,OFEQ.N0000,480.75,467.0,467.0,2
2026-08-17,ONAL.N0000,49.2,51.5,48.7,2288
2026-08-17,OSEA.N0000,51.0,51.1,50.2,423274
2026-08-17,PABC.N0000,55.7,56.5,55.0,215423
2026-08-17,PACK.N0000,11.1,11.5,11.0,107484
2026-08-17,PAP.N0000,16.2,16.6,16.1,84536
2026-08-17,PARA.N0000,586.25,595.0,595.0,14
2026-08-17,PARQ.N0000,68.1,69.7,68.0,11424
2026-08-17,PEG.N0000,42.7,43.5,40.0,6607
2026-08-17,PHAR.N0000,180.0,184.0,180.0,1056
2026-08-17,PINS.N0000,28.1,28.5,27.9,11078
2026-08-17,PKME.N0000,163.5,164.0,159.75,469236
2026-08-17,PLC.N0000,20.0,20.0,19.7,164609
2026-08-17,PLR.N0000,43.1,44.2,43.0,209765
2026-08-17,PMB.N0000,10.5,11.0,10.4,10257
2026-08-17,RAL.N0000,11.6,12.1,11.5,732444
2026-08-17,RCH.N0000,224.75,212.0,212.0,20
2026-08-17,RCL.N0000,45.1,45.5,44.4,66486
2026-08-17,REEF.N0000,3.8,3.9,3.8,432452
2026-08-17,RENU.N0000,782.75,799.75,780.0,627
2026-08-17,REXP.N0000,341.25,344.75,341.0,44
2026-08-17,RFL.N0000,23.5,24.5,23.5,6472
2026-08-17,RGEM.N0000,133.0,133.25,133.0,160
2026-08-17,RHL.N0000,45.8,46.0,45.7,2069
2026-08-17,RHL.X0000,34.3,34.4,34.1,266
2026-08-17,RHTL.N0000,24.7,24.8,24.5,2281
2026-08-17,RICH.N0000,26.1,27.6,26.0,85016
2026-08-17,RIL.N0000,25.4,26.0,25.0,264164
2026-08-17,RPBH.N0000,49.7,49.9,49.9,39
2026-08-17,RWSL.N0000,19.6,20.5,19.2,45827
2026-08-17,SAMP.N0000,141.75,142.0,140.0,428913
2026-08-17,SCAP.N0000,12.0,12.6,11.8,447396
2026-08-17,SDB.N0000,50.0,50.0,49.0,1248
2026-08-17,SDF.N0000,40.0,40.0,39.0,137285
2026-08-17,SEMB.N0000,1.0,1.1,0.9,5928727
2026-08-17,SEMB.X0000,0.3,0.4,0.3,861363
2026-08-17,SERV.N0000,14.1,14.3,14.1,25573
2026-08-17,SEYB.N0000,98.8,99.0,98.7,5112
2026-08-17,SEYB.X0000,70.0,71.4,69.3,102964
2026-08-17,SFCL.N0000,350.0,350.0,350.0,203
2026-08-17,SFIN.N0000,50.0,50.9,49.0,22500
2026-08-17,SHAW.N0000,300.0,310.0,300.0,1274
2026-08-17,SHL.N0000,9.9,10.5,9.9,470725
2026-08-17,SHOT.N0000,16.9,16.9,16.5,7200
2026-08-17,SHOT.X0000,13.5,13.5,13.3,46651
2026-08-17,SIGV.N0000,13.0,13.5,13.0,37872
2026-08-17,SIL.N0000,568.5,578.0,551.0,11598
2026-08-17,SING.N0000,41.3,43.1,41.0,172
2026-08-17,SINH.N0000,21.0,21.8,20.8,5280
2026-08-17,SINS.N0000,78.6,79.4,78.0,546597
2026-08-17,SIRA.N0000,33.0,33.2,32.7,2330753
2026-08-17,SLTL.N0000,88.0,89.0,85.5,100977
2026-08-17,SMOT.N0000,1600.75,1650.0,1510.0,3196
2026-08-17,SOY.N0000,2250.5,2250.0,2205.0,87
2026-08-17,SPEN.N0000,142.0,144.0,141.5,390840
2026-08-17,STAF.N0000,42.9,43.3,41.5,7389
2026-08-17,SUN.N0000,29.6,30.0,29.5,266101
2026-08-17,TAFL.N0000,610.0,617.0,609.0,2296
2026-08-17,TAJ.N0000,32.3,32.3,32.0,501
2026-08-17,TANG.N0000,103.0,107.0,106.0,35
2026-08-17,TAP.N0000,31.5,32.0,31.4,27784
2026-08-17,TESS.N0000,1.9,1.9,1.8,21192
2026-08-17,TESS.X0000,1.4,1.5,1.4,27964
2026-08-17,TILE.N0000,42.8,43.0,42.5,14889
2026-08-17,TJL.N0000,30.0,30.2,29.5,98374
2026-08-17,TKYO.N0000,80.9,81.0,80.1,19628
2026-08-17,TKYO.X0000,62.5,63.9,62.4,80897
2026-08-17,TPL.N0000,148.75,149.0,147.0,153
2026-08-17,TRAN.N0000,47.5,47.1,47.1,48
2026-08-17,TSML.N0000,36.3,36.5,36.0,12133
2026-08-17,TYRE.N0000,93.5,93.5,91.2,12879
2026-08-17,UAL.N0000,72.2,73.5,72.0,22737
2026-08-17,UBC.N0000,12.4,12.4,12.3,9391
2026-08-17,UBF.N0000,2.2,2.4,2.2,1927896
2026-08-17,UCAR.N0000,2329.25,2472.5,2300.0,151
2026-08-17,UDPL.N0000,148.5,149.75,147.5,132
2026-08-17,UML.N0000,27.4,28.3,27.1,79191
2026-08-17,VFIN.N0000,95.0,96.2,95.0,10323
2026-08-17,VLL.N0000,21.2,21.5,21.0,34311
2026-08-17,VLL.X0000,18.5,18.6,18.5,500
2026-08-17,VONE.N0000,91.9,92.8,91.8,25586
2026-08-17,VPEL.N0000,15.5,15.5,15.3,150071
2026-08-17,WAPO.N0000,20.5,21.4,20.4,58042
2026-08-17,WATA.N0000,44.0,44.8,43.9,39612
2026-08-17,WIND.N0000,40.8,40.9,40.7,54721
2026-08-17,WLTH.N0000,11.9,12.2,11.9,162853
2026-08-17,YORK.N0000,13.6,14.0,13.5,78616
2026-08-18,AAF.N0000,46.0,47.0,45.6,409586
2026-08-18,AAF.R0000,11.6,12.1,11.0,157891
2026-08-18,AAIC.N0000,83.0,84.0,83.0,30352
2026-08-18,ABAN.N0000,1076.75,1076.75,1054.0,101
2026-08-18,ABL.N0000,26.6,26.9,26.4,15849
2026-08-18,ACL.N0000,94.3,94.4,94.0,139593
2026-08-18,ACME.N0000,4.4,4.6,4.3,239139
2026-08-18,AEL.N0000,77.0,77.8,77.0,93940
2026-08-18,AFS.N0000,28.1,28.9,28.0,5877
2026-08-18,AFSL.N0000,92.4,92.4,92.4,5
2026-08-18,AGAL.N0000,47.3,49.0,47.1,4143
2026-08-18,AGPL.N0000,15.2,15.7,15.2,14714
2026-08-18,AGST.N0000,12.4,12.8,11.9,881995
2026-08-18,AGST.X0000,11.8,11.9,11.8,61825
2026-08-18,AHPL.N0000,47.0,47.6,47.0,15045
2026-08-18,AHUN.N0000,87.5,88.5,87.5,1754
2026-08-18,AINS.N0000,26.1,26.4,26.1,3767
2026-08-18,ALLI.N0000,300.5,305.0,300.0,8104
2026-08-18,ALUM.N0000,16.0,16.0,15.8,82908
2026-08-18,AMSL.N0000,14.1,15.2,14.0,12481888
2026-08-18,APLA.N0000,145.0,146.5,144.0,5220
2026-08-18,ASCO.N0000,56.1,56.1,52.0,9362
2026-08-18,ASHO.N0000,2850.0,2889.75,2750.0,880
2026-08-18,ASIR.N0000,34.1,34.2,33.8,288832
2026-08-18,ASIY.N0000,13.3,14.0,13.3,309750
2026-08-18,ASPH.N0000,0.7,0.7,0.6,1000382
2026-08-18,ATL.N0000,20.0,21.2,20.0,40906
2026-08-18,ATLL.N0000,22.9,23.2,22.9,2759
2026-08-18,BALA.N0000,61.9,62.3,61.9,11
2026-08-18,BERU.N0000,2.9,3.0,2.9,339725
2026-08-18,BFL.N0000,89.5,90.0,89.5,10565
2026-08-18,BFN.N0000,31.3,31.9,31.3,28
2026-08-18,BIL.N0000,5.1,5.3,5.1,964976
2026-08-18,BOGA.N0000,135.25,139.5,135.0,9960
2026-08-18,BOPL.N0000,68.0,68.0,68.0,1
2026-08-18,BPPL.N0000,18.7,18.7,18.0,12401
2026-08-18,BRWN.N0000,137.0,137.75,136.5,8098
2026-08-18,BUKI.N0000,870.0,870.0,838.0,38972
2026-08-18,CABO.N0000,174.0,177.0,174.0,1671
2026-08-18,CALC.U0000,12.7,12.7,12.7,1
2026-08-18,CALF.N0000,139.0,142.0,139.0,123
2026-08-18,CALH.N0000,13.2,13.5,13.2,21577
2026-08-18,CALT.N0000,48.2,49.0,47.9,73908
2026-08-18,CALU.U0000,9.4,9.4,9.4,1
2026-08-18,CARE.N0000,39.9,40.0,39.1,5436
2026-08-18,CARG.N0000,690.0,694.5,685.0,167
2026-08-18,CARS.N0000,725.0,730.0,725.0,171
2026-08-18,CBNK.N0000,7.5,7.6,7.4,237847
2026-08-18,CCS.N0000,125.0,126.0,124.5,132324
2026-08-18,CDB.N0000,39.5,40.0,39.5,4492
2026-08-18,CDB.X0000,29.7,29.7,29.0,195186
2026-08-18,CERA.N0000,171.25,171.75,166.0,210
2026-08-18,CFI.N0000,365.0,365.0,365.0,2
2026-08-18,CFIN.N0000,232.0,236.0,232.0,588
2026-08-18,CFLB.N0000,57.3,57.5,57.3,93
2026-08-18,CFVF.N0000,46.4,47.1,46.3,25080
2026-08-18,CHL.N0000,63.0,64.0,63.0,1127
2026-08-18,CHL.X0000,49.5,49.9,49.5,255
2026-08-18,CHOT.N0000,31.1,31.1,31.1,5383
2026-08-18,CIC.N0000,29.4,29.9,29.3,58360
2026-08-18,CIC.X0000,24.0,24.3,23.8,150100
2026-08-18,CIND.N0000,214.25,215.0,214.25,1760
2026-08-18,CINS.N0000,2850.0,2850.0,2850.0,2
2026-08-18,CINS.X0000,1550.0,1563.0,1550.0,200
2026-08-18,CINV.N0000,104.0,106.25,104.0,2719
2026-08-18,CIT.N0000,387.0,387.0,368.25,401
2026-08-18,CITH.N0000,4.7,5.0,4.7,226055
2026-08-18,CITW.N0000,1.7,1.7,1.6,217903
2026-08-18,CLND.N0000,49.7,50.0,49.5,1049
2026-08-18,COCO.N0000,26.2,26.5,26.2,9452
2026-08-18,COCO.X0000,23.4,24.7,23.4,2333
2026-08-18,COCR.N0000,110.25,111.0,109.75,307545
2026-08-18,COLO.N0000,38.8,39.4,38.7,340
2026-08-18,COMB.N0000,204.75,206.0,202.75,114928
2026-08-18,COMB.X0000,187.0,187.5,187.0,6533
2026-08-18,COMD.N0000,299.0,299.0,299.0,109
2026-08-18,CONN.N0000,27.2,27.5,27.2,802
2026-08-18,COOP.N0000,3.5,3.6,3.5,398141
2026-08-18,CPRT.N0000,31.5,31.6,31.0,3311
2026-08-18,CRL.N0000,5.4,5.6,5.4,338756
2026-08-18,CSD.N0000,26.0,26.7,26.0,2882
2026-08-18,CSLK.N0000,12.3,12.3,12.2,375906
2026-08-18,CTBL.N0000,10.7,10.8,10.7,23620
2026-08-18,CTC.N0000,1827.25,1830.25,1827.25,170
2026-08-18,CTEA.N0000,1490.0,1490.0,1480.0,42
2026-08-18,CTHR.N0000,525.0,525.0,525.0,735
2026-08-18,CTLD.N0000,39.3,39.3,38.1,398
2026-08-18,CWL.N0000,18.3,19.0,18.2,10825
2026-08-18,CWM.N0000,37.9,38.5,37.9,9034
2026-08-18,DFCC.N0000,128.0,129.75,128.0,3731
2026-08-18,DIAL.N0000,47.2,48.0,46.8,950755
2026-08-18,DIMO.N0000,1502.0,1507.0,1499.0,24
2026-08-18,DIPD.N0000,57.9,58.7,57.5,65212
2026-08-18,DIST.N0000,55.0,55.0,54.7,30761
2026-08-18,DOCK.N0000,124.0,126.5,124.0,55152
2026-08-18,DPL.N0000,14.0,14.2,13.7,11215
2026-08-18,EAST.N0000,66.8,67.0,64.0,80947
2026-08-18,EBCR.N0000,38.0,38.0,37.8,9305
2026-08-18,EDEN.N0000,10.0,10.0,10.0,58700
2026-08-18,ELPL.N0000,178.0,178.0,176.0,4768
2026-08-18,EMER.N0000,10.8,11.0,10.7,129109
2026-08-18,EML.N0000,8.5,8.9,8.1,44937
2026-08-18,ETWO.N0000,59.9,62.7,58.0,7432
2026-08-18,EXT.N0000,14.0,14.7,13.7,3575
2026-08-18,FCT.N0000,28.2,28.6,27.8,42930
2026-08-18,GEST.N0000,350.0,350.0,338.0,1300
2026-08-18,GHLL.N0000,15.4,15.5,15.0,7885
2026-08-18,GLAS.N0000,55.9,56.2,55.9,437
2026-08-18,GRAN.N0000,485.0,486.5,485.0,11813
2026-08-18,GREG.N0000,36.7,39.0,36.6,526
2026-08-18,GUAR.N0000,225.5,230.25,225.5,301
2026-08-18,HAPU.N0000,56.5,56.9,54.2,107
2026-08-18,HARI.N0000,4960.0,4960.0,4960.0,33
2026-08-18,HASU.N0000,149.0,150.0,149.0,1851
2026-08-18,HAYC.N0000,175.25,175.5,174.25,14097
2026-08-18,HAYL.N0000,225.0,227.0,225.0,38073
2026-08-18,HBS.N0000,25.6,26.0,25.5,67944
2026-08-18,HDFC.N0000,69.0,69.1,68.1,39691
2026-08-18,HEXP.N0000,160.0,160.0,155.0,2745
2026-08-18,HHL.N0000,31.2,31.4,31.1,329990
2026-08-18,HNB.N0000,384.0,385.0,384.0,82625
2026-08-18,HNB.X0000,334.0,338.0,334.0,50791
2026-08-18,HNBF.N0000,8.4,8.5,8.3,840961
2026-08-18,HNBF.X0000,7.5,7.5,7.4,1690
2026-08-18,HOPL.N0000,51.8,54.7,51.8,3068
2026-08-18,HPFL.N0000,12.9,12.9,12.2,9443
2026-08-18,HPL.N0000,24.7,25.3,24.4,1542
2026-08-18,HPWR.N0000,8.9,9.0,8.8,7217
2026-08-18,HSIG.N0000,74.1,74.8,70.3,80
2026-08-18,HUNA.N0000,15.7,16.0,15.7,5743
2026-08-18,HVA.N0000,5.2,5.3,5.1,29637
2026-08-18,INME.N0000,1730.0,1990.0,1660.0,38
2026-08-18,JAT.N0000,35.8,36.3,35.5,37091
2026-08-18,JETS.N0000,14.4,14.5,14.0,58753
2026-08-18,JFP.N0000,16.3,16.4,16.0,180860
2026-08-18,JINS.N0000,43.0,43.4,42.4,8938
2026-08-18,JKH.N0000,19.9,20.0,19.8,1385335
2026-08-18,JKL.N0000,79.7,82.0,78.0,1713
2026-08-18,JXG.N0000,11.4,11.4,11.1,185340
2026-08-18,KAHA.N0000,16.3,16.4,15.5,12054
2026-08-18,KCAB.N0000,101.25,102.5,101.0,13984
2026-08-18,KFP.N0000,170.0,170.0,170.0,1
2026-08-18,KGAL.N0000,135.0,140.75,135.0,2013
2026-08-18,KHC.N0000,14.0,14.5,14.0,3625
2026-08-18,KHL.N0000,16.8,17.1,16.8,24396
2026-08-18,KOTA.N0000,8.3,8.3,8.0,103617
2026-08-18,KPHL.N0000,20.0,21.5,19.9,101962
2026-08-18,KVAL.N0000,82.5,83.5,81.2,2093
2026-08-18,KZOO.N0000,8.9,9.0,8.8,117981
2026-08-18,LALU.N0000,39.5,41.7,39.4,2941
2026-08-18,LAMB.N0000,1294.25,1294.25,1294.25,1
2026-08-18,LCBF.N0000,6.2,6.5,6.1,652900
2026-08-18,LCEY.N0000,37.0,37.4,36.4,9056
2026-08-18,LDEV.N0000,17.4,17.4,17.3,7110
2026-08-18,LFIN.N0000,157.0,158.0,157.0,12064
2026-08-18,LGIL.N0000,7.0,7.3,6.9,15779
2026-08-18,LGL.N0000,46.0,47.1,43.0,10392
2026-08-18,LGL.X0000,36.0,37.0,36.0,9302
2026-08-18,LHCL.N0000,115.0,115.75,112.0,2824
2026-08-18,LHL.N0000,72.6,75.0,66.0,3181
2026-08-18,LIOC.N0000,133.5,134.5,133.5,33506
2026-08-18,LION.N0000,1734.0,1734.0,1734.0,3
2026-08-18,LITE.N0000,43.5,46.2,42.0,23071
2026-08-18,LLUB.N0000,203.5,204.75,203.0,65836
2026-08-18,LMF.N0000,87.6,88.9,87.0,49170
2026-08-18,LOFC.N0000,5.1,5.3,5.1,22201
2026-08-18,LOLC.N0000,472.0,480.0,472.0,2265
2026-08-18,LPL.N0000,10.7,10.7,10.2,18068
2026-08-18,LPL.X0000,9.0,9.0,8.7,22201
2026-08-18,LUMX.N0000,9.4,9.7,9.2,40234
2026-08-18,LVEF.N0000,6.8,7.0,6.8,88832
2026-08-18,LVEN.N0000,52.7,52.7,50.2,501
2026-08-18,LWL.N0000,44.0,45.2,43.5,13230
2026-08-18,MADU.N0000,9.8,10.1,9.8,14310
2026-08-18,MAL.N0000,55.3,55.3,55.3,1
2026-08-18,MAL.X0000,34.7,37.9,34.0,2857
2026-08-18,MARA.N0000,5.5,5.6,5.2,43528
2026-08-18,MASK.N0000,64.4,64.4,62.5,3143
2026-08-18,MBSL.N0000,11.0,11.5,11.0,132477
2026-08-18,MCPL.N0000,48.1,48.1,47.5,2109
2026-08-18,MDL.N0000,20.1,21.8,20.1,14024
2026-08-18,MEL.N0000,5.4,5.5,5.3,29009
2026-08-18,MELS.N0000,192.0,192.5,191.0,717170
2026-08-18,MERC.N0000,24.0,24.5,23.7,120945
2026-08-18,MFPE.N0000,16.5,16.7,16.3,1050113
2026-08-18,MGT.N0000,28.0,29.4,28.0,74567
2026-08-18,MHDL.N0000,8.4,8.8,8.4,162084
2026-08-18,MRH.N0000,17.0,17.0,16.9,61
2026-08-18,MSL.N0000,185.0,190.0,185.0,861
2026-08-18,MULL.N0000,2.1,2.2,2.1,119303
2026-08-18,NAMU.N0000,67.0,68.8,66.0,6147
2026-08-18,NDB.N0000,112.25,112.75,112.0,87540
2026-08-18,NHL.N0000,13.0,13.2,12.9,49442
2026-08-18,NTB.N0000,308.0,312.5,307.25,58687
2026-08-18,ODEL.N0000,11.0,11.2,10.6,15259
2026-08-18,OFEQ.N0000,470.0,470.0,470.0,3
2026-08-18,ONAL.N0000,49.0,50.9,48.8,854
2026-08-18,OSEA.N0000,50.7,51.3,50.5,708071
2026-08-18,PABC.N0000,55.1,55.9,55.0,48916
2026-08-18,PACK.N0000,11.3,11.7,11.2,138839
2026-08-18,PALM.N0000,52.0,52.5,50.3,1721
2026-08-18,PAP.N0000,16.0,16.1,15.9,36500
2026-08-18,PARQ.N0000,70.9,71.0,68.1,114690
2026-08-18,PEG.N0000,42.9,43.4,42.9,324
2026-08-18,PHAR.N0000,179.25,183.25,179.25,7303
2026-08-18,PINS.N0000,28.0,28.0,27.1,13449
2026-08-18,PKME.N0000,164.0,164.0,163.0,15575
2026-08-18,PLC.N0000,19.9,20.2,19.7,66877
2026-08-18,PLR.N0000,42.5,43.8,42.2,117987
2026-08-18,PMB.N0000,10.6,10.7,10.2,10713
2026-08-18,RAL.N0000,11.6,11.7,11.4,338704
2026-08-18,RCH.N0000,223.0,224.5,209.5,7751
2026-08-18,RCL.N0000,45.0,45.4,44.8,978807
2026-08-18,REEF.N0000,3.8,3.8,3.7,707351
2026-08-18,REXP.N0000,344.75,345.0,342.5,63
2026-08-18,RFL.N0000,24.4,24.7,23.5,8545
2026-08-18,RGEM.N0000,138.25,138.25,138.25,1
2026-08-18,RHL.N0000,44.2,45.4,44.0,1783
2026-08-18,RHL.X0000,33.5,34.2,32.4,3735
2026-08-18,RHTL.N0000,24.0,24.5,24.0,2000
2026-08-18,RICH.N0000,26.2,27.5,26.1,2927
2026-08-18,RIL.N0000,24.7,25.5,24.7,132901
2026-08-18,RPBH.N0000,53.2,53.2,49.9,364
2026-08-18,RWSL.N0000,19.2,20.0,19.1,12526
2026-08-18,SAMP.N0000,140.5,142.0,140.0,155768
2026-08-18,SCAP.N0000,11.8,12.2,11.3,185291
2026-08-18,SDB.N0000,48.6,49.9,48.0,2883
2026-08-18,SDF.N0000,39.9,40.0,38.8,3603
2026-08-18,SEMB.N0000,1.0,1.0,0.9,89274
2026-08-18,SEMB.X0000,0.3,0.4,0.2,2722870
2026-08-18,SERV.N0000,14.2,14.2,14.0,8008
2026-08-18,SEYB.N0000,98.8,99.3,98.8,991
2026-08-18,SEYB.X0000,69.1,71.4,69.0,28684
2026-08-18,SFCL.N0000,350.0,350.0,348.5,698
2026-08-18,SFIN.N0000,48.1,51.0,48.0,24112
2026-08-18,SHAW.N0000,300.0,306.0,300.0,19382
2026-08-18,SHL.N0000,9.9,10.1,9.6,702751
2026-08-18,SHOT.N0000,16.6,16.9,16.6,4323
2026-08-18,SHOT.X0000,13.5,13.5,13.3,33
2026-08-18,SIGV.N0000,13.2,14.0,13.0,9258
2026-08-18,SIL.N0000,560.0,579.75,550.0,4095
2026-08-18,SING.N0000,43.7,43.7,32.4,1641
2026-08-18,SINH.N0000,21.4,21.4,21.0,257
2026-08-18,SINS.N0000,78.5,78.6,78.0,303166
2026-08-18,SIRA.N0000,32.8,33.0,32.5,2895713
2026-08-18,SLTL.N0000,88.2,88.5,87.8,105746
2026-08-18,SMOT.N0000,1512.5,1512.5,1512.5,2
2026-08-18,SOY.N0000,2100.0,2160.0,2100.0,1389
2026-08-18,SPEN.N0000,139.5,142.0,139.5,19541
2026-08-18,STAF.N0000,42.6,43.0,40.2,2409
2026-08-18,SUN.N0000,29.8,30.1,29.4,57673
2026-08-18,TAFL.N0000,610.0,611.75,606.25,18061
2026-08-18,TAJ.N0000,32.0,32.0,32.0,799
2026-08-18,TANG.N0000,103.25,104.0,103.25,221
2026-08-18,TAP.N0000,31.2,31.4,31.1,16916
2026-08-18,TESS.N0000,1.9,1.9,1.8,37330
2026-08-18,TESS.X0000,1.5,1.5,1.4,224916
2026-08-18,TILE.N0000,42.9,42.9,42.5,9538
2026-08-18,TJL.N0000,30.0,30.1,29.8,53284
2026-08-18,TKYO.N0000,80.7,81.0,80.5,28742
2026-08-18,TKYO.X0000,61.8,62.5,61.8,40510
2026-08-18,TPL.N0000,147.0,149.0,145.25,4089
2026-08-18,TSML.N0000,34.8,36.3,34.8,36924
2026-08-18,TYRE.N0000,93.3,93.7,92.4,3410
2026-08-18,UAL.N0000,72.0,72.5,72.0,12454
2026-08-18,UBC.N0000,12.3,12.4,12.3,17279
2026-08-18,UBF.N0000,2.3,2.3,2.2,191564
2026-08-18,UCAR.N0000,2351.25,2351.25,2303.25,27
2026-08-18,UDPL.N0000,147.75,147.75,147.75,5
2026-08-18,UML.N0000,27.0,27.7,26.9,179868
2026-08-18,VFIN.N0000,94.1,95.5,94.1,1815
2026-08-18,VLL.N0000,21.0,21.2,20.9,26055
2026-08-18,VLL.X0000,18.5,18.6,18.5,6565
2026-08-18,VONE.N0000,91.7,94.8,91.5,5108
2026-08-18,VPEL.N0000,15.5,15.7,15.4,11448
2026-08-18,WAPO.N0000,20.6,20.9,20.4,13686
2026-08-18,WATA.N0000,43.1,44.5,43.0,30143
2026-08-18,WIND.N0000,40.6,40.9,40.6,52888
2026-08-18,WLTH.N0000,11.9,12.2,11.9,6535
2026-08-18,YORK.N0000,13.8,14.0,13.3,11491
